#Query	BLAST hit 1
ENSEBLP00005007605.1	CG4119-PB 
ENSEBLP00005019416.1	CG3815-PA 
ENSEBLP00005019431.1	CG3815-PA 
ENSEBLP00005019459.1	Raf-PE 
ENSEBLP00005019464.1	Raf-PE 
ENSEBLP00005019473.1	Raf-PE 
ENSEBLP00005019498.1	CG11247-PC 
ENSEBLP00005019511.1	D19B-PA 
ENSEBLP00005019531.1	Rsph1-PA 
ENSEBLP00005019550.1	Cdc16-PA 
ENSEBLP00005019555.1	Cdc16-PA 
ENSEBLP00005019559.1	Cdc16-PA 
ENSEBLP00005019592.1	CG43736-PB 
ENSEBLP00005019596.1	CG43736-PF 
ENSEBLP00005019615.1	CG12723-PA 
ENSEBLP00005019635.1	sbr-PA 
ENSEBLP00005019648.1	sbr-PA 
ENSEBLP00005019684.1	Coq5-PC 
ENSEBLP00005019710.1	spdi-PF 
ENSEBLP00005019719.1	spdi-PD 
ENSEBLP00005019758.1	CG4199-PI 
ENSEBLP00005019760.1	APC7-PA 
ENSEBLP00005019767.1	CG4199-PI 
ENSEBLP00005019776.1	CG4199-PI 
ENSEBLP00005019812.1	CG14626-PA 
ENSEBLP00005019818.1	CG14626-PA 
ENSEBLP00005019825.1	CG14626-PA 
ENSEBLP00005019852.1	CG14770-PA 
ENSEBLP00005019898.1	kz-PB 
ENSEBLP00005019908.1	kz-PB 
ENSEBLP00005019937.1	pcx-PC 
ENSEBLP00005019944.1	pcx-PC 
ENSEBLP00005019953.1	pcx-PC 
ENSEBLP00005019981.1	sea-PE 
ENSEBLP00005019984.1	fabp-PB 
ENSEBLP00005019990.1	sea-PE 
ENSEBLP00005020000.1	fabp-PB 
ENSEBLP00005020015.1	hwt-PA 
ENSEBLP00005020047.1	hng2-PA 
ENSEBLP00005020098.1	CG14625-PB 
ENSEBLP00005020107.1	CG14625-PB 
ENSEBLP00005020113.1	CG14625-PB 
ENSEBLP00005020119.1	CG14625-PB 
ENSEBLP00005020175.1	GramD1B-PE 
ENSEBLP00005020180.1	GramD1B-PE 
ENSEBLP00005020188.1	GramD1B-PE 
ENSEBLP00005020194.1	GramD1B-PE 
ENSEBLP00005020200.1	GramD1B-PE 
ENSEBLP00005020206.1	GramD1B-PE 
ENSEBLP00005020212.1	GramD1B-PE 
ENSEBLP00005020230.1	Atf3-PC 
ENSEBLP00005020235.1	Atf3-PC 
ENSEBLP00005020240.1	Atf3-PC 
ENSEBLP00005020251.1	CG3847-PA 
ENSEBLP00005020321.1	PhKgamma-PH 
ENSEBLP00005020330.1	PhKgamma-PH 
ENSEBLP00005020338.1	PhKgamma-PH 
ENSEBLP00005020345.1	PhKgamma-PH 
ENSEBLP00005020354.1	PhKgamma-PH 
ENSEBLP00005020359.1	PhKgamma-PH 
ENSEBLP00005020369.1	PhKgamma-PH 
ENSEBLP00005020384.1	CG13204-PA 
ENSEBLP00005020390.1	CG13204-PA 
ENSEBLP00005004531.1	Dad-PC 
ENSEBLP00005004537.1	Dad-PC 
ENSEBLP00005004542.1	Dad-PC 
ENSEBLP00005004564.1	St1-PB 
ENSEBLP00005004596.1	htl-PC 
ENSEBLP00005004611.1	Rme-8-PA 
ENSEBLP00005004632.1	CG4565-PB 
ENSEBLP00005004640.1	CG4565-PB 
ENSEBLP00005004645.1	CG4565-PB 
ENSEBLP00005004666.1	Nct-PE 
ENSEBLP00005004674.1	Nct-PE 
ENSEBLP00005004682.1	Nct-PC 
ENSEBLP00005004704.1	CG8907-PB 
ENSEBLP00005004710.1	CG8907-PB 
ENSEBLP00005004737.1	CG33303-PB 
ENSEBLP00005004748.1	CG33303-PB 
ENSEBLP00005004762.1	Ag5r-PC 
ENSEBLP00005004771.1	Ag5r-PC 
ENSEBLP00005004798.1	His1:CG33864-PA 
ENSEBLP00005004803.1	His1:CG33864-PA 
ENSEBLP00005004810.1	His1:CG33864-PA 
ENSEBLP00005004817.1	Nep7-PA 
ENSEBLP00005004847.1	AP-1sigma-PA 
ENSEBLP00005004854.1	AP-1sigma-PD 
ENSEBLP00005004864.1	AP-1sigma-PC 
ENSEBLP00005004878.1	PGS1-PA 
ENSEBLP00005004890.1	PGS1-PA 
ENSEBLP00005004925.1	CG13857-PA 
ENSEBLP00005004933.1	CG13857-PA 
ENSEBLP00005004941.1	CG13857-PA 
ENSEBLP00005004959.1	Nop56-PA 
ENSEBLP00005004984.1	Cow-PE 
ENSEBLP00005005013.1	Sgsh-PA 
ENSEBLP00005005019.1	Sgsh-PA 
ENSEBLP00005005046.1	Fur1-PH 
ENSEBLP00005005059.1	Ir94d-PA 
ENSEBLP00005005081.1	Suv3-PD 
ENSEBLP00005005105.1	CG1213-PD 
ENSEBLP00005005113.1	CG1213-PD 
ENSEBLP00005005144.1	Ets97D-PA 
ENSEBLP00005005155.1	Ets97D-PA 
ENSEBLP00005005184.1	CSN5-PA 
ENSEBLP00005005190.1	CSN5-PA 
ENSEBLP00005005216.1	Nepl11-PA 
ENSEBLP00005005238.1	Vps11-PA 
ENSEBLP00005005282.1	CG14692-PE 
ENSEBLP00005005287.1	CG14692-PE 
ENSEBLP00005005295.1	CG14692-PE 
ENSEBLP00005005323.1	T48-PB 
ENSEBLP00005005331.1	T48-PB 
ENSEBLP00005005335.1	T48-PB 
ENSEBLP00005005348.1	Nep4-PC 
ENSEBLP00005005378.1	CG17111-PB 
ENSEBLP00005005396.1	Nep4-PC 
ENSEBLP00005005439.1	CG8319-PA 
ENSEBLP00005005470.1	Patr-1-PB 
ENSEBLP00005005479.1	Patr-1-PB 
ENSEBLP00005005489.1	Patr-1-PB 
ENSEBLP00005005507.1	Nep4-PC 
ENSEBLP00005005574.1	lqfR-PD 
ENSEBLP00005005579.1	lqfR-PD 
ENSEBLP00005005595.1	lqfR-PD 
ENSEBLP00005005620.1	Sf3a1-PA 
ENSEBLP00005005693.1	cher-PF 
ENSEBLP00005005698.1	cher-PA 
ENSEBLP00005005711.1	cher-PO 
ENSEBLP00005005727.1	cher-PO 
ENSEBLP00005005734.1	cher-PI 
ENSEBLP00005005744.1	cher-PI 
ENSEBLP00005005754.1	cher-PI 
ENSEBLP00005005772.1	St1-PB 
ENSEBLP00005005785.1	betaTub85D-PA 
ENSEBLP00005005789.1	betaTub85D-PA 
ENSEBLP00005005819.1	Keap1-PC 
ENSEBLP00005005826.1	Keap1-PC 
ENSEBLP00005005835.1	Keap1-PC 
ENSEBLP00005005842.1	Keap1-PC 
ENSEBLP00005005865.1	CG1092-PD 
ENSEBLP00005005881.1	Apl-PC 
ENSEBLP00005005906.1	Pxd-PB 
ENSEBLP00005005924.1	CG14687-PA 
ENSEBLP00005005985.1	uif-PC 
ENSEBLP00005005997.1	uif-PG 
ENSEBLP00005006033.1	mats-PC 
ENSEBLP00005006097.1	snk-PB 
ENSEBLP00005006107.1	CG14642-PC 
ENSEBLP00005006115.1	CG14642-PC 
ENSEBLP00005006153.1	CG43088-PA 
ENSEBLP00005006170.1	CG8135-PA 
ENSEBLP00005006192.1	CG13850-PB 
ENSEBLP00005006215.1	CG3534-PA 
ENSEBLP00005006223.1	CG3534-PA 
ENSEBLP00005006260.1	CG10914-PA 
ENSEBLP00005006266.1	CG10914-PA 
ENSEBLP00005006285.1	CG10914-PA 
ENSEBLP00005006306.1	CG14282-PA 
ENSEBLP00005006320.1	Npl4-PD 
ENSEBLP00005006357.1	Skel-PE 
ENSEBLP00005006364.1	Skel-PE 
ENSEBLP00005006375.1	Skel-PC 
ENSEBLP00005006392.1	CG1213-PD 
ENSEBLP00005006427.1	SdicB-PA 
ENSEBLP00005006452.1	Fancd2-PA 
ENSEBLP00005006478.1	CG9356-PB 
ENSEBLP00005006502.1	Gdh-PA 
ENSEBLP00005006515.1	Gdh-PF 
ENSEBLP00005006541.1	CG13599-PA 
ENSEBLP00005006572.1	Irc-PB 
ENSEBLP00005006580.1	Irc-PB 
ENSEBLP00005006589.1	Irc-PB 
ENSEBLP00005006606.1	CG1213-PD 
ENSEBLP00005006639.1	Task7-PA 
ENSEBLP00005006645.1	Task7-PA 
ENSEBLP00005006651.1	Task7-PA 
ENSEBLP00005006666.1	Dop1R1-PB 
ENSEBLP00005006711.1	CG14693-PC 
ENSEBLP00005006723.1	CG12698-PA 
ENSEBLP00005006742.1	Xrp1-PG 
ENSEBLP00005006756.1	CG8132-PA 
ENSEBLP00005006764.1	CG8132-PA 
ENSEBLP00005006784.1	Dronc-PA 
ENSEBLP00005006791.1	Dronc-PA 
ENSEBLP00005006796.1	Dronc-PA 
ENSEBLP00005006801.1	Dronc-PA 
ENSEBLP00005006837.1	Epp-PD 
ENSEBLP00005006846.1	Epp-PD 
ENSEBLP00005006854.1	Epp-PE 
ENSEBLP00005006875.1	nAChRalpha4-PF 
ENSEBLP00005006884.1	nAChRalpha4-PC 
ENSEBLP00005006922.1	CG5961-PB 
ENSEBLP00005006927.1	CG5961-PB 
ENSEBLP00005006952.1	CG13856-PA 
ENSEBLP00005006956.1	CG13856-PA 
ENSEBLP00005006982.1	Mrgn1-PA 
ENSEBLP00005006987.1	Mrgn1-PA 
ENSEBLP00005006995.1	Mrgn1-PA 
ENSEBLP00005007023.1	CG8132-PA 
ENSEBLP00005007038.1	Rassf-PA 
ENSEBLP00005007059.1	CG10466-PB 
ENSEBLP00005007069.1	Ublcp1-PA 
ENSEBLP00005007084.1	Pxd-PB 
ENSEBLP00005007099.1	CG13857-PA 
ENSEBLP00005007115.1	TTLL15-PA 
ENSEBLP00005007125.1	TTLL15-PA 
ENSEBLP00005007135.1	snky-PB 
ENSEBLP00005007154.1	MetRS-m-PC 
ENSEBLP00005007161.1	MetRS-m-PC 
ENSEBLP00005007173.1	MetRS-m-PC 
ENSEBLP00005007193.1	CG5854-PA 
ENSEBLP00005007209.1	Ns1-PA 
ENSEBLP00005007226.1	Polr2B-PB 
ENSEBLP00005007235.1	Vps24-PB 
ENSEBLP00005007258.1	mRpS11-PA 
ENSEBLP00005007262.1	mRpS11-PA 
ENSEBLP00005007273.1	CG8132-PA 
ENSEBLP00005007284.1	CG8132-PA 
ENSEBLP00005007298.1	CG6567-PB 
ENSEBLP00005007310.1	CG6567-PB 
ENSEBLP00005007327.1	CG1213-PD 
ENSEBLP00005007332.1	CG1213-PD 
ENSEBLP00005007351.1	CG13855-PA 
ENSEBLP00005007357.1	CG13855-PA 
ENSEBLP00005007382.1	Cad86C-PD 
ENSEBLP00005007386.1	Cad86C-PG 
ENSEBLP00005007394.1	Cad86C-PD 
ENSEBLP00005007420.1	Prosalpha2-PA 
ENSEBLP00005007435.1	Phyhd1-PB 
ENSEBLP00005007440.1	Phyhd1-PB 
ENSEBLP00005007462.1	Uba4-PC 
ENSEBLP00005007483.1	Nep7-PA 
ENSEBLP00005007487.1	CG11504-PC 
ENSEBLP00005007507.1	Pxd-PC 
ENSEBLP00005007510.1	Pxd-PC 
ENSEBLP00005007517.1	Pxd-PC 
ENSEBLP00005007523.1	Pxd-PC 
ENSEBLP00005007535.1	Nep7-PA 
ENSEBLP00005007550.1	trus-PA 
ENSEBLP00005007556.1	trus-PA 
ENSEBLP00005007574.1	cpx-PK 
ENSEBLP00005007579.1	cpx-PL 
ENSEBLP00005007581.1	cpx-PK 
ENSEBLP00005007592.1	St1-PB 
ENSEBLP00005007602.1	flip-PC 
ENSEBLP00005007623.1	CG7264-PB 
ENSEBLP00005007632.1	CG7264-PB 
ENSEBLP00005007635.1	CG1213-PD 
ENSEBLP00005007641.1	CG1213-PD 
ENSEBLP00005007642.1	CG7264-PB 
ENSEBLP00005007651.1	CG7264-PB 
ENSEBLP00005007670.1	Meltrin-PC 
ENSEBLP00005007676.1	Meltrin-PC 
ENSEBLP00005007692.1	Vha14-1-PA 
ENSEBLP00005007706.1	Nep7-PA 
ENSEBLP00005007713.1	Nep7-PA 
ENSEBLP00005008191.1	CG32448-PC 
ENSEBLP00005008207.1	CG32448-PC 
ENSEBLP00005008227.1	CG8607-PA 
ENSEBLP00005008234.1	CG8607-PA 
ENSEBLP00005008243.1	CG8607-PA 
ENSEBLP00005008260.1	okr-PA 
ENSEBLP00005008263.1	okr-PA 
ENSEBLP00005008278.1	CG8093-PB 
ENSEBLP00005008295.1	CG8093-PB 
ENSEBLP00005008312.1	Pfdn4-PA 
ENSEBLP00005008316.1	Pfdn4-PA 
ENSEBLP00005008328.1	nemy-PM 
ENSEBLP00005008351.1	Ugt49C1-PB 
ENSEBLP00005008353.1	Nelf-E-PA 
ENSEBLP00005008374.1	Rsph3-PB 
ENSEBLP00005008385.1	Rsph3-PA 
ENSEBLP00005008386.1	Ugt35E2-PA 
ENSEBLP00005008419.1	ergic53-PB 
ENSEBLP00005008421.1	Zasp66-PI 
ENSEBLP00005008426.1	ergic53-PB 
ENSEBLP00005008435.1	foi-PD 
ENSEBLP00005008442.1	Adat1-PB 
ENSEBLP00005008449.1	ergic53-PB 
ENSEBLP00005008467.1	Ugt35B1-PA 
ENSEBLP00005008492.1	Ctl1-PA 
ENSEBLP00005008512.1	eIF3i-PA 
ENSEBLP00005008517.1	eIF3i-PA 
ENSEBLP00005008527.1	eIF3i-PA 
ENSEBLP00005008530.1	eIF3i-PA 
ENSEBLP00005008553.1	Syx17-PA 
ENSEBLP00005008563.1	Syx17-PA 
ENSEBLP00005008570.1	eIF1-PA 
ENSEBLP00005008583.1	Dhrs4-PA 
ENSEBLP00005008603.1	CG34181-PA 
ENSEBLP00005008606.1	CG34181-PA 
ENSEBLP00005008613.1	ZnT63C-PF 
ENSEBLP00005008619.1	CG7387-PA 
ENSEBLP00005008623.1	ZnT63C-PF 
ENSEBLP00005008630.1	ZnT63C-PF 
ENSEBLP00005008637.1	ZnT63C-PF 
ENSEBLP00005008652.1	hd-PA 
ENSEBLP00005008680.1	dlt-PA 
ENSEBLP00005008687.1	dlt-PA 
ENSEBLP00005008693.1	alpha-Spec-PD 
ENSEBLP00005008727.1	CG32240-PA 
ENSEBLP00005008731.1	CG10581-PA 
ENSEBLP00005008738.1	CG10581-PA 
ENSEBLP00005008745.1	CG10581-PA 
ENSEBLP00005008754.1	CG10581-PA 
ENSEBLP00005008792.1	velo-PD 
ENSEBLP00005008800.1	velo-PD 
ENSEBLP00005008810.1	velo-PC 
ENSEBLP00005008827.1	cue-PA 
ENSEBLP00005008846.1	CG8093-PB 
ENSEBLP00005008855.1	CG8093-PB 
ENSEBLP00005008896.1	CG6282-PD 
ENSEBLP00005008913.1	CHMP2B-PA 
ENSEBLP00005008926.1	CG8042-PA 
ENSEBLP00005008934.1	CG8042-PA 
ENSEBLP00005008953.1	dib-PA 
ENSEBLP00005008988.1	PAN3-PR 
ENSEBLP00005008995.1	PAN3-PQ 
ENSEBLP00005009001.1	PAN3-PR 
ENSEBLP00005009017.1	AGO1-PD 
ENSEBLP00005009025.1	Rm62-PJ 
ENSEBLP00005009042.1	CG6765-PC 
ENSEBLP00005009047.1	Tbc1d8-9-PA 
ENSEBLP00005009051.1	CG6765-PC 
ENSEBLP00005009067.1	Tbc1d8-9-PA 
ENSEBLP00005009103.1	CG8093-PB 
ENSEBLP00005009109.1	SrpRbeta-PB 
ENSEBLP00005009118.1	SrpRbeta-PB 
ENSEBLP00005009162.1	rhea-PF 
ENSEBLP00005009169.1	rhea-PF 
ENSEBLP00005009182.1	rhea-PF 
ENSEBLP00005009184.1	Pc-PA 
ENSEBLP00005009194.1	rhea-PF 
ENSEBLP00005009196.1	Pc-PA 
ENSEBLP00005009213.1	Amy-p-PB 
ENSEBLP00005009222.1	spdo-PA 
ENSEBLP00005009238.1	exex-PA 
ENSEBLP00005009247.1	exex-PA 
ENSEBLP00005009257.1	CG14995-PA 
ENSEBLP00005009266.1	CG14995-PA 
ENSEBLP00005009279.1	CG14995-PC 
ENSEBLP00005009285.1	CG14995-PA 
ENSEBLP00005009288.1	CG14995-PA 
ENSEBLP00005009315.1	Ltn1-PA 
ENSEBLP00005009321.1	Ltn1-PA 
ENSEBLP00005009323.1	ArfGAP1-PA 
ENSEBLP00005009330.1	ArfGAP1-PB 
ENSEBLP00005009334.1	ArfGAP1-PA 
ENSEBLP00005009340.1	ArfGAP1-PA 
ENSEBLP00005009347.1	CG7970-PC 
ENSEBLP00005009357.1	CG7970-PB 
ENSEBLP00005009375.1	RhoGEF4-PA 
ENSEBLP00005009386.1	RhoGEF4-PA 
ENSEBLP00005009387.1	CG15561-PA 
ENSEBLP00005009412.1	S-Lap2-PA 
ENSEBLP00005009417.1	S-Lap2-PA 
ENSEBLP00005009421.1	S-Lap2-PA 
ENSEBLP00005009424.1	S-Lap2-PA 
ENSEBLP00005009426.1	Ugt35A1-PA 
ENSEBLP00005009438.1	CG8001-PC 
ENSEBLP00005009440.1	Ugt35A1-PA 
ENSEBLP00005009445.1	CG8001-PC 
ENSEBLP00005009450.1	Ugt35A1-PA 
ENSEBLP00005009479.1	CG13921-PF 
ENSEBLP00005009491.1	CG13921-PB 
ENSEBLP00005009516.1	CG13921-PC 
ENSEBLP00005009542.1	Cpsf6-PA 
ENSEBLP00005009552.1	Cpsf6-PB 
ENSEBLP00005009576.1	SCaMC-PD 
ENSEBLP00005009580.1	SCaMC-PD 
ENSEBLP00005009587.1	SCaMC-PE 
ENSEBLP00005009591.1	SCaMC-PD 
ENSEBLP00005009599.1	SCaMC-PE 
ENSEBLP00005009621.1	CG5849-PA 
ENSEBLP00005009657.1	miple1-PC 
ENSEBLP00005009669.1	miple1-PC 
ENSEBLP00005009673.1	miple1-PC 
ENSEBLP00005009681.1	miple1-PC 
ENSEBLP00005009692.1	brwl-PB 
ENSEBLP00005009716.1	ZC3H3-PA 
ENSEBLP00005009725.1	ZC3H3-PA 
ENSEBLP00005009761.1	Cht2-PB 
ENSEBLP00005009780.1	Sbds-PB 
ENSEBLP00005009794.1	vvl-PF 
ENSEBLP00005009830.1	Lamtor4-PA 
ENSEBLP00005009838.1	Lamtor4-PA 
ENSEBLP00005009847.1	Rab8-PC 
ENSEBLP00005009880.1	Rab26-PE 
ENSEBLP00005009886.1	Rab26-PE 
ENSEBLP00005009896.1	Rab26-PF 
ENSEBLP00005009910.1	Cdc6-PA 
ENSEBLP00005009933.1	Ugt35C1-PB 
ENSEBLP00005009974.1	wit-PA 
ENSEBLP00005009979.1	wit-PA 
ENSEBLP00005009984.1	wit-PA 
ENSEBLP00005009991.1	wit-PA 
ENSEBLP00005010007.1	beta4GalNAcTB-PA 
ENSEBLP00005010031.1	CG11583-PA 
ENSEBLP00005010054.1	Cyp4d8-PB 
ENSEBLP00005010063.1	Cyp4d8-PB 
ENSEBLP00005010079.1	mRpL46-PA 
ENSEBLP00005010106.1	CG7387-PA 
ENSEBLP00005010116.1	CG7387-PA 
ENSEBLP00005010137.1	sds22-PA 
ENSEBLP00005010165.1	Pus7-PA 
ENSEBLP00005010172.1	Pus7-PA 
ENSEBLP00005010213.1	Amy-p-PB 
ENSEBLP00005010221.1	Amy-p-PB 
ENSEBLP00005010234.1	Amy-p-PB 
ENSEBLP00005010269.1	Zasp66-PB 
ENSEBLP00005010291.1	Msr-110-PA 
ENSEBLP00005010302.1	Msr-110-PB 
ENSEBLP00005010322.1	CG16863-PA 
ENSEBLP00005010329.1	CG13775-PB 
ENSEBLP00005010347.1	Rm62-PI 
ENSEBLP00005010369.1	GstO1-PA 
ENSEBLP00005010383.1	GstO1-PA 
ENSEBLP00005010419.1	Arr2-PA 
ENSEBLP00005010436.1	Naa60-PA 
ENSEBLP00005010461.1	Ugt35E2-PA 
ENSEBLP00005010468.1	Ugt35C1-PB 
ENSEBLP00005010477.1	Ugt35C1-PB 
ENSEBLP00005010493.1	St1-PB 
ENSEBLP00005010516.1	hry-PB 
ENSEBLP00005010524.1	hry-PB 
ENSEBLP00005010560.1	Nmt-PA 
ENSEBLP00005010566.1	Nmt-PA 
ENSEBLP00005010574.1	Nmt-PA 
ENSEBLP00005010593.1	St1-PB 
ENSEBLP00005010614.1	PIG-C-PB 
ENSEBLP00005010619.1	PIG-C-PB 
ENSEBLP00005010638.1	CG5989-PA 
ENSEBLP00005010646.1	CG5989-PA 
ENSEBLP00005010652.1	Edg78E-PB 
ENSEBLP00005010673.1	CG5849-PA 
ENSEBLP00005010681.1	CG5849-PA 
ENSEBLP00005010710.1	Usp32-PF 
ENSEBLP00005010724.1	Usp32-PF 
ENSEBLP00005010753.1	vers-PA 
ENSEBLP00005010791.1	CG7632-PB 
ENSEBLP00005010796.1	CG7632-PB 
ENSEBLP00005010807.1	CG7632-PA 
ENSEBLP00005010847.1	ebd2-PB 
ENSEBLP00005010851.1	ebd2-PB 
ENSEBLP00005010858.1	CG32436-PA 
ENSEBLP00005010872.1	CG14989-PE 
ENSEBLP00005010900.1	CG8093-PB 
ENSEBLP00005010939.1	CG43078-PJ 
ENSEBLP00005010947.1	CG43078-PM 
ENSEBLP00005010959.1	CG43078-PH 
ENSEBLP00005010969.1	CG43078-PH 
ENSEBLP00005010987.1	CG3634-PC 
ENSEBLP00005010995.1	CG3634-PC 
ENSEBLP00005011022.1	Polr3E-PC 
ENSEBLP00005011031.1	Polr3E-PA 
ENSEBLP00005011036.1	Polr3E-PA 
ENSEBLP00005011061.1	CG7728-PA 
ENSEBLP00005011065.1	CG7728-PA 
ENSEBLP00005011110.1	miple1-PC 
ENSEBLP00005011116.1	miple1-PC 
ENSEBLP00005011122.1	miple1-PC 
ENSEBLP00005011146.1	Tcs5-PA 
ENSEBLP00005011165.1	eIF2A-PD 
ENSEBLP00005011197.1	Ccz1-PB 
ENSEBLP00005011205.1	Ccz1-PB 
ENSEBLP00005011222.1	DopEcR-PC 
ENSEBLP00005011253.1	msl-3-PA 
ENSEBLP00005011257.1	msl-3-PA 
ENSEBLP00005011263.1	msl-3-PA 
ENSEBLP00005011294.1	CG4658-PD 
ENSEBLP00005011304.1	CG4658-PE 
ENSEBLP00005011309.1	Arp6-PA 
ENSEBLP00005011343.1	Edg78E-PB 
ENSEBLP00005011352.1	Edg78E-PB 
ENSEBLP00005011369.1	GalT1-PB 
ENSEBLP00005011381.1	Ugt302E1-PA 
ENSEBLP00005011396.1	Atg18a-PE 
ENSEBLP00005011409.1	Rcd7-PB 
ENSEBLP00005011436.1	Tsr1-PA 
ENSEBLP00005011452.1	CG43088-PA 
ENSEBLP00005011469.1	CG7632-PA 
ENSEBLP00005011473.1	CG7632-PA 
ENSEBLP00005011484.1	CG7632-PB 
ENSEBLP00005011497.1	Srp9-PA 
ENSEBLP00005011509.1	CG14966-PA 
ENSEBLP00005011542.1	nudE-PC 
ENSEBLP00005011549.1	nudE-PC 
ENSEBLP00005011552.1	nudE-PF 
ENSEBLP00005011577.1	GAPsec-PA 
ENSEBLP00005011581.1	GAPsec-PA 
ENSEBLP00005011588.1	GAPsec-PA 
ENSEBLP00005011613.1	Rcd5-PA 
ENSEBLP00005011621.1	Rcd5-PA 
ENSEBLP00005011630.1	RNaseX25-PA 
ENSEBLP00005011649.1	CG6652-PA 
ENSEBLP00005011659.1	CG6652-PA 
ENSEBLP00005011665.1	CG6652-PA 
ENSEBLP00005011680.1	His2B:CG33910-PA 
ENSEBLP00005011687.1	His2B:CG33910-PA 
ENSEBLP00005011712.1	CG6664-PC 
ENSEBLP00005011720.1	CG6664-PC 
ENSEBLP00005011723.1	CG6664-PC 
ENSEBLP00005011730.1	CG4404-PA 
ENSEBLP00005011749.1	Faa-PA 
ENSEBLP00005011759.1	Faa-PA 
ENSEBLP00005011796.1	syd-PC 
ENSEBLP00005011804.1	syd-PC 
ENSEBLP00005011810.1	syd-PI 
ENSEBLP00005011842.1	CG9643-PB 
ENSEBLP00005011862.1	slow-PB 
ENSEBLP00005011868.1	slow-PB 
ENSEBLP00005011887.1	Hsp83-PB 
ENSEBLP00005011894.1	Hsp83-PB 
ENSEBLP00005011919.1	St1-PB 
ENSEBLP00005011938.1	wrm1-PA 
ENSEBLP00005011948.1	wrm1-PA 
ENSEBLP00005011972.1	Papss-PG 
ENSEBLP00005011984.1	Papss-PH 
ENSEBLP00005011989.1	Papss-PH 
ENSEBLP00005011997.1	Papss-PG 
ENSEBLP00005012015.1	RpL14-PA 
ENSEBLP00005012022.1	RpL14-PA 
ENSEBLP00005012037.1	BI-1-PA 
ENSEBLP00005012075.1	Gad1-PD 
ENSEBLP00005012081.1	Gad1-PD 
ENSEBLP00005012086.1	Gad1-PD 
ENSEBLP00005012092.1	Gad1-PD 
ENSEBLP00005012098.1	Gad1-PD 
ENSEBLP00005012103.1	Gad1-PD 
ENSEBLP00005012125.1	Polr2F-PA 
ENSEBLP00005012171.1	form3-PB 
ENSEBLP00005012183.1	form3-PA 
ENSEBLP00005012191.1	form3-PA 
ENSEBLP00005012213.1	Smyd4-2-PA 
ENSEBLP00005012229.1	Edg78E-PB 
ENSEBLP00005012263.1	Ist1-PF 
ENSEBLP00005012266.1	Ist1-PB 
ENSEBLP00005012273.1	Ist1-PA 
ENSEBLP00005012282.1	Ist1-PC 
ENSEBLP00005012288.1	Ist1-PD 
ENSEBLP00005012303.1	Ctl1-PB 
ENSEBLP00005012306.1	Ctl1-PB 
ENSEBLP00005012324.1	CG1136-PA 
ENSEBLP00005012335.1	brwl-PB 
ENSEBLP00005012363.1	Pex7-PB 
ENSEBLP00005012368.1	Pex7-PB 
ENSEBLP00005012371.1	Pex7-PB 
ENSEBLP00005012376.1	Pex7-PB 
ENSEBLP00005012407.1	se-PA 
ENSEBLP00005012414.1	se-PA 
ENSEBLP00005012435.1	kto-PA 
ENSEBLP00005012445.1	kto-PA 
ENSEBLP00005012463.1	CG6638-PA 
ENSEBLP00005012470.1	CG6638-PA 
ENSEBLP00005012476.1	CG6638-PA 
ENSEBLP00005012491.1	CG11593-PC 
ENSEBLP00005012500.1	CG11593-PC 
ENSEBLP00005012539.1	CG13933-PA 
ENSEBLP00005012546.1	Dhc62B-PC 
ENSEBLP00005012560.1	Dhc62B-PC 
ENSEBLP00005012565.1	Dhc62B-PC 
ENSEBLP00005012583.1	TP53INP-PH 
ENSEBLP00005012596.1	IleRS-PD 
ENSEBLP00005012608.1	CG13305-PB 
ENSEBLP00005012633.1	MED24-PA 
ENSEBLP00005012641.1	MED24-PA 
ENSEBLP00005012667.1	CG8209-PA 
ENSEBLP00005012673.1	CG8209-PA 
ENSEBLP00005012707.1	CG8814-PA 
ENSEBLP00005012715.1	CG8814-PA 
ENSEBLP00005012721.1	CG8814-PA 
ENSEBLP00005012729.1	CG8814-PA 
ENSEBLP00005012759.1	Cpr66D-PA 
ENSEBLP00005012768.1	Cpr66D-PA 
ENSEBLP00005012784.1	CG8093-PB 
ENSEBLP00005012795.1	CG15019-PB 
ENSEBLP00005007982.1	dally-PB 
ENSEBLP00005007986.1	dally-PB 
ENSEBLP00005008006.1	Rpn5-PA 
ENSEBLP00005008014.1	Rpn5-PA 
ENSEBLP00005008022.1	Rpn5-PA 
ENSEBLP00005008050.1	CG32369-PC 
ENSEBLP00005008058.1	CG32369-PC 
ENSEBLP00005008077.1	Cp16-PA 
ENSEBLP00005008081.1	Cp16-PA 
ENSEBLP00005008094.1	CG7484-PB 
ENSEBLP00005008102.1	CG7484-PB 
ENSEBLP00005008113.1	Dci-PA 
ENSEBLP00005008121.1	Dci-PA 
ENSEBLP00005008143.1	CG13308-PB 
ENSEBLP00005008157.1	CG13308-PB 
ENSEBLP00005008176.1	CG3448-PB 
ENSEBLP00005008194.1	vers-PA 
ENSEBLP00005008211.1	CG34251-PB 
ENSEBLP00005008217.1	CG34251-PB 
ENSEBLP00005008254.1	CG43783-PG 
ENSEBLP00005008268.1	jv-PD 
ENSEBLP00005008311.1	Rbpn-5-PA 
ENSEBLP00005008321.1	Rbpn-5-PA 
ENSEBLP00005008325.1	Rbpn-5-PA 
ENSEBLP00005008332.1	Rbpn-5-PA 
