#Query	BLAST hit 1
ENSEBLP00000002056.1	 RpL7-like-PC 
ENSEBLP00000005499.1	  
ENSEBLP00000005500.1	 muskelin-PA 
ENSEBLP00000005501.1	 CG8407-PB 
ENSEBLP00000005502.1	 CG17002-PB 
ENSEBLP00000005503.1	  
ENSEBLP00000005505.1	  
ENSEBLP00000005506.1	 cn-PB 
ENSEBLP00000005507.1	  
ENSEBLP00000005509.1	  
ENSEBLP00000005511.1	 cn-PB 
ENSEBLP00000005513.1	 Sec15-PA 
ENSEBLP00000005517.1	 cn-PB 
ENSEBLP00000005518.1	 Iris-PA 
ENSEBLP00000005522.1	 bru2-PK 
ENSEBLP00000005523.1	  
ENSEBLP00000005524.1	 PPO1-PA 
ENSEBLP00000005525.1	 bru2-PK 
ENSEBLP00000005528.1	  
ENSEBLP00000005529.1	 bru2-PK 
ENSEBLP00000005530.1	 CG10947-PD 
ENSEBLP00000005533.1	 dia-PE 
ENSEBLP00000005536.1	 CG33919-PA 
ENSEBLP00000005537.1	 CG8314-PA 
ENSEBLP00000005538.1	  
ENSEBLP00000005539.1	 Lapsyn-PA 
ENSEBLP00000005540.1	  
ENSEBLP00000005544.1	  
ENSEBLP00000005545.1	 CG8314-PA 
ENSEBLP00000005547.1	 Srg3-PB 
ENSEBLP00000005550.1	 Lapsyn-PA 
ENSEBLP00000005551.1	 kl-3-PC 
ENSEBLP00000005552.1	 RpL13-PC 
ENSEBLP00000005553.1	 egl-PC 
ENSEBLP00000005555.1	 Lapsyn-PA 
ENSEBLP00000005558.1	 Lapsyn-PA 
ENSEBLP00000005559.1	 Prosalpha6-PA 
ENSEBLP00000005561.1	  
ENSEBLP00000005562.1	 Tep2-PB 
ENSEBLP00000005563.1	 kl-3-PC 
ENSEBLP00000005565.1	  
ENSEBLP00000005566.1	 Prosalpha6-PA 
ENSEBLP00000005569.1	 CG8520-PB 
ENSEBLP00000005570.1	  
ENSEBLP00000005571.1	 kl-3-PC 
ENSEBLP00000005573.1	  
ENSEBLP00000005574.1	  
ENSEBLP00000005576.1	 Mmp1-PH 
ENSEBLP00000005579.1	 jbug-PN 
ENSEBLP00000005583.1	 sens-PA 
ENSEBLP00000005584.1	 CG5504-PE 
ENSEBLP00000005585.1	 lola-PW 
ENSEBLP00000005586.1	  
ENSEBLP00000005587.1	 jbug-PN 
ENSEBLP00000005591.1	 CG5504-PC 
ENSEBLP00000005592.1	 CG5708-PC 
ENSEBLP00000005594.1	 CG5708-PC 
ENSEBLP00000005595.1	 CG13928-PA 
ENSEBLP00000005596.1	 Ugt49C1-PB 
ENSEBLP00000005597.1	 jbug-PN 
ENSEBLP00000005598.1	  
ENSEBLP00000005599.1	 CG5708-PC 
ENSEBLP00000005600.1	 Ugt49C1-PB 
ENSEBLP00000005601.1	 IntS9-PA 
ENSEBLP00000005602.1	 jbug-PN 
ENSEBLP00000005603.1	 BBS9-PD 
ENSEBLP00000005605.1	 Ugt49C1-PB 
ENSEBLP00000005607.1	 CG8468-PB 
ENSEBLP00000005609.1	  
ENSEBLP00000005613.1	  
ENSEBLP00000005616.1	 NLaz-PC 
ENSEBLP00000005614.1	  
ENSEBLP00000005618.1	  
ENSEBLP00000005619.1	 Mmp1-PL 
ENSEBLP00000005622.1	 CG7382-PA 
ENSEBLP00000005620.1	 lola-PB 
ENSEBLP00000005623.1	  
ENSEBLP00000005624.1	  
ENSEBLP00000005627.1	  
ENSEBLP00000005628.1	 CG2121-PA 
ENSEBLP00000005629.1	 CG6051-PC 
ENSEBLP00000005632.1	 NLaz-PC 
ENSEBLP00000005634.1	 CG2121-PA 
ENSEBLP00000005635.1	  
ENSEBLP00000005636.1	 CG2852-PD 
ENSEBLP00000005637.1	 CG6180-PA 
ENSEBLP00000005638.1	 CG7382-PA 
ENSEBLP00000005639.1	 CG2121-PA 
ENSEBLP00000005640.1	  
ENSEBLP00000005641.1	  
ENSEBLP00000005644.1	  
ENSEBLP00000005643.1	 CG44250-PB 
ENSEBLP00000005645.1	 CG2121-PA 
ENSEBLP00000005646.1	 crp-PB 
ENSEBLP00000005647.1	  
ENSEBLP00000005648.1	 CG4968-PA 
ENSEBLP00000005653.1	 Nhe1-PB 
ENSEBLP00000005650.1	 CG44250-PC 
ENSEBLP00000005652.1	 CG2217-PD 
ENSEBLP00000005654.1	 CG2121-PA 
ENSEBLP00000005655.1	 CG44250-PB 
ENSEBLP00000005657.1	 Arc1-PA 
ENSEBLP00000005659.1	 Obp50e-PA 
ENSEBLP00000005660.1	 fz4-PA 
ENSEBLP00000005661.1	 vir-1-PB 
ENSEBLP00000005662.1	 CG10311-PB 
ENSEBLP00000005664.1	  
ENSEBLP00000005665.1	  
ENSEBLP00000005667.1	  
ENSEBLP00000005668.1	 vir-1-PH 
ENSEBLP00000005671.1	 CG10311-PB 
ENSEBLP00000005672.1	  
ENSEBLP00000005673.1	 fz4-PA 
ENSEBLP00000005675.1	 Ror-PA 
ENSEBLP00000005677.1	 Ror-PA 
ENSEBLP00000005680.1	 baf-PB 
ENSEBLP00000005681.1	  
ENSEBLP00000005682.1	  
ENSEBLP00000005683.1	 Prx6b-PA 
ENSEBLP00000005684.1	  
ENSEBLP00000005685.1	 CG3253-PB 
ENSEBLP00000005686.1	 CG3225-PA 
ENSEBLP00000005688.1	 CG3253-PB 
ENSEBLP00000005689.1	  
ENSEBLP00000005690.1	  
ENSEBLP00000005692.1	 CG3225-PA 
ENSEBLP00000005693.1	 CG8249-PC 
ENSEBLP00000005694.1	  
ENSEBLP00000005696.1	 NTPase-PE 
ENSEBLP00000005695.1	 CG3253-PB 
ENSEBLP00000005697.1	  
ENSEBLP00000005698.1	  
ENSEBLP00000005699.1	 Arpc2-PB 
ENSEBLP00000005700.1	  
ENSEBLP00000005701.1	  
ENSEBLP00000005702.1	 NTPase-PA 
ENSEBLP00000005703.1	 Sdic4-PF 
ENSEBLP00000005705.1	 CG43446-PB 
ENSEBLP00000005708.1	 NTPase-PE 
ENSEBLP00000005709.1	  
ENSEBLP00000005710.1	  
ENSEBLP00000005711.1	  
ENSEBLP00000005712.1	 NTPase-PE 
ENSEBLP00000005713.1	 Galphas-PE 
ENSEBLP00000005714.1	  
ENSEBLP00000005716.1	  
ENSEBLP00000005718.1	 ix-PA 
ENSEBLP00000005717.1	  
ENSEBLP00000005719.1	  
ENSEBLP00000005720.1	 Galphas-PE 
ENSEBLP00000005721.1	  
ENSEBLP00000005722.1	 CG7778-PB 
ENSEBLP00000005724.1	 mRpL28-PB 
ENSEBLP00000005725.1	  
ENSEBLP00000005726.1	  
ENSEBLP00000005727.1	 Galphas-PE 
ENSEBLP00000005728.1	  
ENSEBLP00000005729.1	 Galphas-PE 
ENSEBLP00000005731.1	 CG15098-PA 
ENSEBLP00000005732.1	  
ENSEBLP00000005733.1	 Galphas-PE 
ENSEBLP00000005734.1	 CG10311-PB 
ENSEBLP00000005735.1	 Muc55B-PB 
ENSEBLP00000005736.1	 CG30428-PA 
ENSEBLP00000005737.1	 CG34231-PC 
ENSEBLP00000005738.1	 Galphas-PE 
ENSEBLP00000005740.1	 Tep2-PB 
ENSEBLP00000005741.1	  
ENSEBLP00000005743.1	 CG17327-PC 
ENSEBLP00000005745.1	 galectin-PE 
ENSEBLP00000005746.1	  
ENSEBLP00000005751.1	 galectin-PB 
ENSEBLP00000005748.1	  
ENSEBLP00000005749.1	  
ENSEBLP00000005752.1	  
ENSEBLP00000005753.1	  
ENSEBLP00000005754.1	 Tep2-PB 
ENSEBLP00000005755.1	  
ENSEBLP00000005757.1	 galectin-PA 
ENSEBLP00000005759.1	  
ENSEBLP00000005760.1	 cnk-PB 
ENSEBLP00000005762.1	 galectin-PD 
ENSEBLP00000005763.1	 CG13510-PC 
ENSEBLP00000005765.1	 CG15414-PA 
ENSEBLP00000005766.1	  
ENSEBLP00000005767.1	 CG13510-PC 
ENSEBLP00000005768.1	  
ENSEBLP00000005770.1	 cnk-PB 
ENSEBLP00000005771.1	 CG14478-PD 
ENSEBLP00000005769.1	 RYBP-PB 
ENSEBLP00000005772.1	  
ENSEBLP00000005773.1	 CG15414-PA 
ENSEBLP00000005774.1	 RYBP-PB 
ENSEBLP00000005775.1	  
ENSEBLP00000005777.1	 CG13510-PC 
ENSEBLP00000005780.1	  
ENSEBLP00000005779.1	  
ENSEBLP00000005781.1	 CG13510-PC 
ENSEBLP00000005782.1	  
ENSEBLP00000005784.1	 APC10-PA 
ENSEBLP00000005783.1	 Gr39a-PB 
ENSEBLP00000005786.1	 RpS18-PA 
ENSEBLP00000005788.1	 CG43088-PA 
ENSEBLP00000005789.1	 SmydA-7-PB 
ENSEBLP00000005791.1	 Mlp60A-PE 
ENSEBLP00000005790.1	  
ENSEBLP00000005792.1	 Pal2-PE 
ENSEBLP00000005793.1	  
ENSEBLP00000005794.1	 Ugt37C2-PB 
ENSEBLP00000005796.1	 Arc2-PA 
ENSEBLP00000005797.1	 CG3008-PA 
ENSEBLP00000005799.1	 Mlp60A-PC 
ENSEBLP00000005801.1	 SmydA-7-PB 
ENSEBLP00000005802.1	 CG3008-PA 
ENSEBLP00000005803.1	 Mlp84B-PC 
ENSEBLP00000005805.1	 RapGAP1-PI 
ENSEBLP00000005806.1	 CG42306-PB 
ENSEBLP00000005807.1	  
ENSEBLP00000005808.1	 Mlp84B-PC 
ENSEBLP00000005809.1	  
ENSEBLP00000005810.1	  
ENSEBLP00000005812.1	 l(2)37Bb-PA 
ENSEBLP00000005813.1	 RapGAP1-PF 
ENSEBLP00000005814.1	 Mlp84B-PC 
ENSEBLP00000005815.1	  
ENSEBLP00000005818.1	 Sec31-PD 
ENSEBLP00000005816.1	 frtz-PD 
ENSEBLP00000005817.1	 RapGAP1-PI 
ENSEBLP00000005819.1	 Mlp84B-PC 
ENSEBLP00000005820.1	 l(2)37Bb-PA 
ENSEBLP00000005821.1	 RapGAP1-PI 
ENSEBLP00000005822.1	  
ENSEBLP00000005823.1	 l(2)37Bb-PA 
ENSEBLP00000005824.1	 CG16896-PA 
ENSEBLP00000005826.1	 Parp-PB 
ENSEBLP00000005827.1	 frtz-PD 
ENSEBLP00000005828.1	 RapGAP1-PI 
ENSEBLP00000005829.1	  
ENSEBLP00000005831.1	 CG10417-PB 
ENSEBLP00000005832.1	 Ctl1-PA 
ENSEBLP00000005833.1	 RapGAP1-PH 
ENSEBLP00000005836.1	 Parp-PB 
ENSEBLP00000005835.1	 CG8952-PA 
ENSEBLP00000005838.1	  
ENSEBLP00000005839.1	 Zcchc7-PA 
ENSEBLP00000005840.1	 RapGAP1-PI 
ENSEBLP00000005841.1	  
ENSEBLP00000005843.1	 cass-PA 
ENSEBLP00000005844.1	 Sec31-PA 
ENSEBLP00000005845.1	 CG15236-PA 
ENSEBLP00000005846.1	 CG12253-PA 
ENSEBLP00000005847.1	  
ENSEBLP00000005848.1	 Parp-PB 
ENSEBLP00000005849.1	 Sec31-PB 
ENSEBLP00000005850.1	 cass-PA 
ENSEBLP00000005851.1	 sktl-PC 
ENSEBLP00000005852.1	  
ENSEBLP00000005853.1	 CG15236-PA 
ENSEBLP00000005855.1	 Sec31-PB 
ENSEBLP00000005856.1	 Stacl-PM 
ENSEBLP00000005857.1	 CG8952-PA 
ENSEBLP00000005858.1	  
ENSEBLP00000005859.1	 Stacl-PE 
ENSEBLP00000005860.1	  
ENSEBLP00000005861.1	 CG15236-PA 
ENSEBLP00000005862.1	  
ENSEBLP00000005863.1	 TBC1D23-PA 
ENSEBLP00000005867.1	 CG6675-PC 
ENSEBLP00000005864.1	 Usp14-PB 
ENSEBLP00000005865.1	 Arf6-PE 
ENSEBLP00000005866.1	 Clamp-PA 
ENSEBLP00000005868.1	 CG15236-PA 
ENSEBLP00000005870.1	 Arf6-PE 
ENSEBLP00000005872.1	 Stacl-PE 
ENSEBLP00000005871.1	 Clamp-PA 
ENSEBLP00000005873.1	 pdm3-PA 
ENSEBLP00000005875.1	 PIG-G-PA 
ENSEBLP00000005876.1	 CG43088-PA 
ENSEBLP00000005878.1	 Arf6-PE 
ENSEBLP00000005877.1	 Clamp-PA 
ENSEBLP00000005880.1	 Cpr47Ef-PD 
ENSEBLP00000005881.1	  
ENSEBLP00000005882.1	 Stacl-PE 
ENSEBLP00000005883.1	 ND-13A-PC 
ENSEBLP00000005884.1	 pdm3-PA 
ENSEBLP00000005885.1	 Clamp-PA 
ENSEBLP00000005886.1	  
ENSEBLP00000005888.1	 CG6675-PC 
ENSEBLP00000005889.1	 PIG-G-PA 
ENSEBLP00000005891.1	 CG4267-PB 
ENSEBLP00000005892.1	 CG15073-PB 
ENSEBLP00000005893.1	  
ENSEBLP00000005894.1	 pdm3-PA 
ENSEBLP00000005895.1	 Dgk-PE 
ENSEBLP00000005897.1	  
ENSEBLP00000005896.1	 PIG-G-PA 
ENSEBLP00000005898.1	 CG15073-PA 
ENSEBLP00000005899.1	  
ENSEBLP00000005901.1	 CG44250-PB 
ENSEBLP00000005902.1	 Hsepi-PA 
ENSEBLP00000005903.1	  
ENSEBLP00000005904.1	  
ENSEBLP00000005905.1	  
ENSEBLP00000005906.1	 PIG-G-PA 
ENSEBLP00000005907.1	 CG44250-PC 
ENSEBLP00000005908.1	 Dgk-PJ 
ENSEBLP00000005909.1	  
ENSEBLP00000005910.1	  
ENSEBLP00000005911.1	  
ENSEBLP00000005912.1	 CG46385-PE 
ENSEBLP00000005913.1	 Dgk-PE 
ENSEBLP00000005914.1	  
ENSEBLP00000005915.1	  
ENSEBLP00000005916.1	  
ENSEBLP00000005917.1	  
ENSEBLP00000005918.1	  
ENSEBLP00000005919.1	 bur-PC 
ENSEBLP00000005920.1	 CG13795-PC 
ENSEBLP00000005921.1	  
ENSEBLP00000005922.1	  
ENSEBLP00000005923.1	 Plekhm1-PA 
ENSEBLP00000005924.1	 Dgk-PF 
ENSEBLP00000005925.1	 Plekhm1-PA 
ENSEBLP00000005926.1	 bur-PC 
ENSEBLP00000005927.1	 NtR-PB 
ENSEBLP00000005928.1	  
ENSEBLP00000005929.1	 Pgm2a-PA 
ENSEBLP00000005930.1	 Nup44A-PA 
ENSEBLP00000005931.1	  
ENSEBLP00000005932.1	  
ENSEBLP00000005933.1	 Plekhm1-PA 
ENSEBLP00000005934.1	 Iris-PA 
ENSEBLP00000005935.1	  
ENSEBLP00000005936.1	 Nup44A-PA 
ENSEBLP00000005937.1	 bur-PC 
ENSEBLP00000005939.1	  
ENSEBLP00000005940.1	  
ENSEBLP00000005941.1	  
ENSEBLP00000005942.1	 bur-PC 
ENSEBLP00000005943.1	  
ENSEBLP00000005944.1	 CG30428-PA 
ENSEBLP00000005946.1	  
ENSEBLP00000005947.1	 CG3500-PB 
ENSEBLP00000005948.1	  
ENSEBLP00000005949.1	  
ENSEBLP00000005950.1	 CG8079-PC 
ENSEBLP00000005951.1	 CG30116-PB 
ENSEBLP00000005952.1	  
ENSEBLP00000005955.1	 Tpc1-PA 
ENSEBLP00000005953.1	  
ENSEBLP00000005954.1	  
ENSEBLP00000005956.1	  
ENSEBLP00000005957.1	  
ENSEBLP00000005959.1	  
ENSEBLP00000005960.1	  
ENSEBLP00000005961.1	 Gr39a-PA 
ENSEBLP00000005962.1	 CG8079-PA 
ENSEBLP00000005963.1	  
ENSEBLP00000005964.1	 fs(1)M3-PA 
ENSEBLP00000005965.1	  
ENSEBLP00000005967.1	 Mcr-PA 
ENSEBLP00000005968.1	 wbl-PB 
ENSEBLP00000005969.1	 CG30116-PA 
ENSEBLP00000005970.1	 Prosalpha5-PB 
ENSEBLP00000005971.1	 Ir67c-PA 
ENSEBLP00000005972.1	  
ENSEBLP00000005973.1	  
ENSEBLP00000005974.1	 CG8079-PA 
ENSEBLP00000005976.1	 Mcr-PA 
ENSEBLP00000005975.1	 CG3436-PC 
ENSEBLP00000005978.1	 Tpc1-PA 
ENSEBLP00000005979.1	 fs(1)M3-PA 
ENSEBLP00000005980.1	  
ENSEBLP00000005981.1	  
ENSEBLP00000005982.1	 CG6044-PG 
ENSEBLP00000005983.1	 Mcr-PA 
ENSEBLP00000005984.1	  
ENSEBLP00000005985.1	  
ENSEBLP00000005986.1	  
ENSEBLP00000005987.1	  
ENSEBLP00000005988.1	 CG30116-PD 
ENSEBLP00000005989.1	 GATAd-PC 
ENSEBLP00000005990.1	 Mcr-PA 
ENSEBLP00000005991.1	 CG8249-PC 
ENSEBLP00000005992.1	 CG6044-PG 
ENSEBLP00000005993.1	  
ENSEBLP00000005995.1	  
ENSEBLP00000005996.1	 CG6044-PG 
ENSEBLP00000005997.1	 GATAd-PC 
ENSEBLP00000005998.1	 CG30116-PB 
ENSEBLP00000005999.1	  
ENSEBLP00000006001.1	 SdicB-PA 
ENSEBLP00000006000.1	  
ENSEBLP00000006002.1	 kel-PB 
ENSEBLP00000006003.1	 clt-PA 
ENSEBLP00000006004.1	  
ENSEBLP00000006005.1	  
ENSEBLP00000006006.1	  
ENSEBLP00000006007.1	  
ENSEBLP00000006008.1	 CG5339-PA 
ENSEBLP00000006009.1	  
ENSEBLP00000006010.1	 CG30116-PB 
ENSEBLP00000006011.1	 dock-PD 
ENSEBLP00000006012.1	  
ENSEBLP00000006013.1	 kel-PB 
ENSEBLP00000006014.1	 clt-PA 
ENSEBLP00000006015.1	 CG5339-PA 
ENSEBLP00000006016.1	 CG13151-PA 
ENSEBLP00000006017.1	  
ENSEBLP00000006018.1	 dock-PD 
ENSEBLP00000006020.1	 Stacl-PX 
ENSEBLP00000006021.1	  
ENSEBLP00000006022.1	 Mtpbeta-PA 
ENSEBLP00000006023.1	 IFT43-PB 
ENSEBLP00000006024.1	 kel-PB 
ENSEBLP00000006026.1	 CG5339-PA 
ENSEBLP00000006027.1	  
ENSEBLP00000006028.1	 CG15098-PA 
ENSEBLP00000006029.1	 Cpr49Ah-PA 
ENSEBLP00000006030.1	 IFT43-PB 
ENSEBLP00000006031.1	 Gprk1-PC 
ENSEBLP00000006033.1	 ncm-PA 
ENSEBLP00000006032.1	 Ugt37C2-PB 
ENSEBLP00000006034.1	  
ENSEBLP00000006035.1	  
ENSEBLP00000006036.1	  
ENSEBLP00000006038.1	  
ENSEBLP00000006037.1	 Gart-PC 
ENSEBLP00000006039.1	 Ugt37C2-PB 
ENSEBLP00000006040.1	 Sdhaf3-PA 
ENSEBLP00000006041.1	  
ENSEBLP00000006042.1	 mRpL13-PA 
ENSEBLP00000006043.1	 Gprk1-PC 
ENSEBLP00000006044.1	 Ugt37C2-PB 
ENSEBLP00000006045.1	  
ENSEBLP00000006046.1	 CG7164-PB 
ENSEBLP00000006047.1	 garz-PB 
ENSEBLP00000006048.1	 CG31913-PA 
ENSEBLP00000006049.1	 Ugt37C2-PB 
ENSEBLP00000006050.1	 AGBE-PA 
ENSEBLP00000006051.1	 CG12795-PB 
ENSEBLP00000006052.1	 Gprk1-PC 
ENSEBLP00000006053.1	  
ENSEBLP00000006054.1	  
ENSEBLP00000006055.1	 RapGAP1-PI 
ENSEBLP00000006057.1	 Ugt37C1-PB 
ENSEBLP00000006056.1	 CG15170-PB 
ENSEBLP00000006058.1	 RpL34b-PD 
ENSEBLP00000006059.1	 mio-PA 
ENSEBLP00000006060.1	 AGBE-PA 
ENSEBLP00000006061.1	 CG33695-PE 
ENSEBLP00000006062.1	  
ENSEBLP00000006063.1	 RapGAP1-PI 
ENSEBLP00000006064.1	 CG15170-PB 
ENSEBLP00000006065.1	  
ENSEBLP00000006066.1	 CG33695-PC 
ENSEBLP00000006067.1	 rnh1-PA 
ENSEBLP00000006069.1	 AGBE-PA 
ENSEBLP00000006068.1	 CG42260-PE 
ENSEBLP00000006070.1	 vkg-PC 
ENSEBLP00000006071.1	 CG9313-PB 
ENSEBLP00000006072.1	 CG30008-PA 
ENSEBLP00000006073.1	 Mdh1-PB 
ENSEBLP00000006074.1	  
ENSEBLP00000006076.1	 CG16713-PA 
ENSEBLP00000006077.1	 AGBE-PA 
ENSEBLP00000006079.1	 RpS11-PB 
ENSEBLP00000006078.1	 CG5885-PB 
ENSEBLP00000006080.1	 mio-PA 
ENSEBLP00000006081.1	  
ENSEBLP00000006082.1	  
ENSEBLP00000006084.1	  
ENSEBLP00000006083.1	 CG11164-PB 
ENSEBLP00000006085.1	 CG9313-PC 
ENSEBLP00000006086.1	 CG16713-PA 
ENSEBLP00000006087.1	 CG6923-PC 
ENSEBLP00000006088.1	 CG42260-PD 
ENSEBLP00000006090.1	  
ENSEBLP00000006091.1	 mio-PA 
ENSEBLP00000006092.1	 RpS11-PC 
ENSEBLP00000006093.1	 CG11164-PB 
ENSEBLP00000006095.1	 CG16713-PA 
ENSEBLP00000006094.1	 CG9313-PB 
ENSEBLP00000006096.1	  
ENSEBLP00000006097.1	  
ENSEBLP00000006098.1	 akirin-PF 
ENSEBLP00000006099.1	  
ENSEBLP00000006100.1	 mio-PA 
ENSEBLP00000006101.1	  
ENSEBLP00000006103.1	 CG1888-PD 
ENSEBLP00000006104.1	  
ENSEBLP00000006105.1	 rnh1-PA 
ENSEBLP00000006106.1	 mof-PA 
ENSEBLP00000006107.1	 crq-PC 
ENSEBLP00000006108.1	 CG17754-PE 
ENSEBLP00000006109.1	 CG9313-PB 
ENSEBLP00000006110.1	  
ENSEBLP00000006111.1	 PGAP5-PC 
ENSEBLP00000006112.1	  
ENSEBLP00000006113.1	  
ENSEBLP00000006114.1	 Tektin-A-PB 
ENSEBLP00000006115.1	 msl-2-PA 
ENSEBLP00000006116.1	 ninaD-PA 
ENSEBLP00000006118.1	 PGAP5-PB 
ENSEBLP00000006119.1	 CG8303-PD 
ENSEBLP00000006120.1	  
ENSEBLP00000006121.1	  
ENSEBLP00000006123.1	  
ENSEBLP00000006122.1	  
ENSEBLP00000006124.1	 PGAP5-PC 
ENSEBLP00000006125.1	  
ENSEBLP00000006126.1	 Dref-PB 
ENSEBLP00000006127.1	 msl-2-PA 
ENSEBLP00000006128.1	 Tektin-A-PB 
ENSEBLP00000006129.1	  
ENSEBLP00000006130.1	  
ENSEBLP00000006131.1	 Dref-PB 
ENSEBLP00000006133.1	  
ENSEBLP00000006134.1	  
ENSEBLP00000006135.1	 NtR-PB 
ENSEBLP00000006136.1	 CG43088-PA 
ENSEBLP00000006137.1	 ova-PB 
ENSEBLP00000006138.1	 Dref-PB 
ENSEBLP00000006139.1	  
ENSEBLP00000006140.1	  
ENSEBLP00000006141.1	  
ENSEBLP00000006142.1	 IFT57-PA 
ENSEBLP00000006143.1	  
ENSEBLP00000006145.1	  
ENSEBLP00000006144.1	 otp-PK 
ENSEBLP00000006146.1	 CG5953-PC 
ENSEBLP00000006147.1	 ova-PB 
ENSEBLP00000006148.1	  
ENSEBLP00000006149.1	 otp-PF 
ENSEBLP00000006150.1	 CG5953-PC 
ENSEBLP00000006151.1	  
ENSEBLP00000006152.1	 CG9062-PC 
ENSEBLP00000006153.1	 dom-PG 
ENSEBLP00000006154.1	 Cat-PA 
ENSEBLP00000006155.1	 imd-PB 
ENSEBLP00000006156.1	 IFT57-PA 
ENSEBLP00000006157.1	 CG5953-PD 
ENSEBLP00000006158.1	 brwl-PB 
ENSEBLP00000006159.1	  
ENSEBLP00000006160.1	 otp-PJ 
ENSEBLP00000006161.1	  
ENSEBLP00000006162.1	 CG9062-PC 
ENSEBLP00000006164.1	 imd-PB 
ENSEBLP00000006165.1	 IFT57-PA 
ENSEBLP00000006166.1	 CG10465-PA 
ENSEBLP00000006167.1	  
ENSEBLP00000006168.1	  
ENSEBLP00000006169.1	  
ENSEBLP00000006170.1	  
ENSEBLP00000006171.1	 otp-PK 
ENSEBLP00000006172.1	 IFT57-PA 
ENSEBLP00000006174.1	 NtR-PA 
ENSEBLP00000006175.1	 CG10465-PA 
ENSEBLP00000006176.1	 dom-PA 
ENSEBLP00000006177.1	  
ENSEBLP00000006178.1	 Arc2-PA 
ENSEBLP00000006179.1	 imd-PB 
ENSEBLP00000006180.1	 dom-PD 
ENSEBLP00000006181.1	  
ENSEBLP00000006182.1	  
ENSEBLP00000006183.1	  
ENSEBLP00000006184.1	 CG8818-PA 
ENSEBLP00000006185.1	  
ENSEBLP00000006186.1	  
ENSEBLP00000006187.1	  
ENSEBLP00000006188.1	 AMPKalpha-PC 
ENSEBLP00000006189.1	 CG6295-PA 
ENSEBLP00000006190.1	 CG13594-PB 
ENSEBLP00000006191.1	  
ENSEBLP00000006192.1	 TfIIB-PB 
ENSEBLP00000006193.1	 alc-PA 
ENSEBLP00000006194.1	 CG13594-PB 
ENSEBLP00000006195.1	 Gnptab-PA 
ENSEBLP00000006196.1	 Gr77a-PA 
ENSEBLP00000006197.1	 Sema2a-PC 
ENSEBLP00000006198.1	  
ENSEBLP00000006199.1	 Hsf-PA 
ENSEBLP00000006200.1	 mts-PC 
ENSEBLP00000006201.1	 SdicB-PA 
ENSEBLP00000006202.1	 TfIIB-PB 
ENSEBLP00000006203.1	 CG13594-PB 
ENSEBLP00000006204.1	  
ENSEBLP00000006205.1	 alc-PB 
ENSEBLP00000006207.1	 CG4593-PB 
ENSEBLP00000006208.1	 Gnptab-PA 
ENSEBLP00000006210.1	 CG17768-PB 
ENSEBLP00000006209.1	 mts-PC 
ENSEBLP00000006211.1	  
ENSEBLP00000006212.1	 nmd-PC 
ENSEBLP00000006213.1	 CG4593-PB 
ENSEBLP00000006214.1	  
ENSEBLP00000006215.1	 mts-PC 
ENSEBLP00000006216.1	 insb-PB 
ENSEBLP00000006218.1	 Ent1-PC 
ENSEBLP00000006219.1	 PPO2-PA 
ENSEBLP00000006220.1	 nmd-PC 
ENSEBLP00000006221.1	  
ENSEBLP00000006222.1	 CG4593-PB 
ENSEBLP00000006224.1	 Gnptab-PA 
ENSEBLP00000006223.1	 Muc11A-PB 
ENSEBLP00000006226.1	  
ENSEBLP00000006227.1	  
ENSEBLP00000006228.1	 Galphao-PI 
ENSEBLP00000006229.1	  
ENSEBLP00000006230.1	  
ENSEBLP00000006231.1	  
ENSEBLP00000006232.1	 Phax-PA 
ENSEBLP00000006233.1	 Galphao-PH 
ENSEBLP00000006234.1	 CG10927-PA 
ENSEBLP00000006235.1	  
ENSEBLP00000006236.1	 CG17660-PA 
ENSEBLP00000006237.1	  
ENSEBLP00000006238.1	  
ENSEBLP00000006239.1	 tilB-PA 
ENSEBLP00000006240.1	  
ENSEBLP00000006241.1	  
ENSEBLP00000006242.1	 CG10927-PA 
ENSEBLP00000006243.1	 CG9003-PB 
ENSEBLP00000006244.1	  
ENSEBLP00000006245.1	  
ENSEBLP00000006246.1	 Liprin-gamma-PE 
ENSEBLP00000006248.1	 CG10927-PA 
ENSEBLP00000006249.1	 CG16965-PC 
ENSEBLP00000006250.1	 CG9003-PB 
ENSEBLP00000006251.1	  
ENSEBLP00000006252.1	 Liprin-gamma-PC 
ENSEBLP00000006253.1	  
ENSEBLP00000006254.1	 CG16965-PC 
ENSEBLP00000006255.1	 CCDC151-PA 
ENSEBLP00000006256.1	 CG33143-PE 
ENSEBLP00000006257.1	  
ENSEBLP00000006258.1	  
ENSEBLP00000006259.1	 CycB-PE 
ENSEBLP00000006260.1	 CG9003-PB 
ENSEBLP00000006261.1	 Liprin-gamma-PC 
ENSEBLP00000006262.1	 CG33143-PG 
ENSEBLP00000006263.1	  
ENSEBLP00000006264.1	 Diap2-PB 
ENSEBLP00000006265.1	 CG9003-PB 
ENSEBLP00000006266.1	  
ENSEBLP00000006267.1	 CCDC151-PA 
ENSEBLP00000006268.1	  
ENSEBLP00000006269.1	 Nrk-PA 
ENSEBLP00000006271.1	 CG33143-PG 
ENSEBLP00000006270.1	 Dp1-PH 
ENSEBLP00000006272.1	 Sur-8-PE 
ENSEBLP00000006273.1	  
ENSEBLP00000006274.1	 Liprin-gamma-PD 
ENSEBLP00000006275.1	 Ance-4-PA 
ENSEBLP00000006276.1	  
